id,name,slug,type,address,city_id,lat,lng,is_open,is_nfc,cash_in,working_weekends,is_digital,work_hours_week,work_hours_saturday,work_hours_sunday,notes
1347,"Araz Market, 8ci mikrorayon-2",araz-market-8-microrayon-2,A,"Araz Market, Bakı rayonu, Bəkir Çobanzadə küçəsi 216",1,40.40328,49.93859,1,0,0,0,0,,,,
1348,2 saylı Dost Mərkəzi,2-dost-markazi,A,"2 saylı Dost Mərkəzi, Xəzər rayonu, Şüvəlan qəsəbəsi, A. İldırım küçəsi, 30 b",1,40.48543,50.1751,1,0,0,0,0,,,,
1349,1 saylı Dost Mərkəzi,1-dost-markazi,A,"1 saylı Dost Mərkəzi, Yasamal rayonu, İ. Qutqaşınlı küçəsi, 86",1,40.37438,49.82035,1,0,0,0,0,,,,
1350,"Araz Market, Xalqlar Dostluğu",araz-market-xalqlar,A,"Araz Market, Bakı rayonu, E.Süleymanov 2566 blok-B, mərtəbə 1",1,40.4101,49.95535,1,0,0,0,0,,,,
1351,"Araz Market, Neftçilər 2",araz-market-neftchilar-2,A,"Araz Market, Bakı rayonu, Qara Qarayev prospekti 25A",1,40.41902,49.93396,1,0,0,0,0,,,,
1352,"Araz Market, Neftçilər 3",araz-market-neftchilar-3,A,"Araz Market, Bakı rayonu, Qara Qarayev prospekti 93L",1,40.40555,49.947,1,0,0,0,0,,,,
1353,"Araz Market, Neftçilər 4",araz-market-neftchilar-4,A,"Araz Market, Bakı rayonu, Q.Qarayev küçəsi 34/67",1,40.41821,49.93285,1,0,0,0,0,,,,
1354,"BazarStore, Zaqatala",bazarstore-zaqatala,A,"BazarStore, Bakı Gəncəvi prospekti",20,40.68192,46.36255,1,0,0,0,0,,,,
1355,"Araz Market, Sabunçu",aran-market-sabunchu,A,"Araz Market, Sabunçu rayonu, Nazim İsmayılov prospekti 119 A",1,40.42372,49.969,1,0,0,0,0,,,,
1356,"Araz Market, Neftçilər 5",aran-market-neftchilar-5,A,"Araz Market, Sabunçu rayonu, Zabrat qəsəbəsi, Neftçilər küçəsi ev1",1,40.47697,49.9388,1,0,0,0,0,,,,
1357,"Araz Market, Kurdexani qəsəbəsi",araz-market-kurdexani,A,"Araz Market, Sabunçu rayonu, Kurdexani qəsəbəsi",1,40.54758,49.91222,1,0,0,0,0,,,,
1358,"Araz Market, Yevlax",araz-market-yevlax,A,"Araz Market, Suraxanı rayonu,Bülbülə qəsəbəsi, Samir Əliyev küçəsi",1,40.4605,50.01153,1,0,0,0,0,,,,
1359,"Araz Market, A. Alicanov 17",araz-market-alicanov,A,"Araz Market, A.Alicanov küçəsi 17",1,40.3873,50.02108,1,0,0,0,0,,,,
1360,"Araz Market, Binə 2",araz-market-bina-2,A,"Araz Market, Xəzər rayonu, Binə qəsəbəsi, Hövsan Südçülük sovxozuna gedən yolun sağ tərəfi     ",1,40.44641,50.08923,1,0,0,0,0,,,,
1361,"Araz Market, Buzovna 2",araz-market-buzovna-2,A,"Araz Market, Xəzər Buzovna qəsəbəsi, Buzovna-Maştağa yolunun sağ tərəfi",1,40.51689,50.10285,1,0,0,0,0,,,,
1362,Metropark,metropark,A,"Metropark, Nərimanov rayonu, Təbriz küçəsi 106",1,40.40485,49.87491,1,0,0,0,0,,,,
1363,Tərgül Ticarət mərkəzi,targul,A,"Tərgül Ticarət mərkəzi, Binəqədi rayonu, Cavadxan 150",1,40.41676,49.83913,1,0,0,0,0,,,,
1364,Şokolad Tover,shokolad-tover,A,"Şokolad Tover, Yasamal rayonu, Həsən bəy Zərdabi 574",1,40.38143,49.8092,1,0,0,0,0,,,,
