name,branch_id,address,latitude,longitude,distance_km
OBA-NZS 2,OBA-NZS 2,OBA-NZS 2,40.3868860975452,49.903676,6.52
OBA-SABUNCU 16,OBA-SABUNCU 16,OBA-SABUNCU 16,40.4469440975452,49.929365,6.52
OBA-NZS 11,OBA-NZS 11,OBA-NZS 11,40.3857510038076,49.9034705767292,6.57
OBA-NAXIMOV 6,OBA-NAXIMOV 6,OBA-NAXIMOV 6,40.3422978702192,49.980351825189,6.59
OBA-NAXIMOV 1,OBA-NAXIMOV 1,OBA-NAXIMOV 1,40.3426170975452,49.969284,6.6
OBA-NAXIMOV 4,OBA-NAXIMOV 4,OBA-NAXIMOV 4,40.3416860975452,49.982559,6.67
OBA-KESHLE 7,OBA-KESHLE 7,OBA-KESHLE 7,40.4090455245246,49.8999833745684,6.67
OBA-NAXIMOV 5,OBA-NAXIMOV 5,OBA-NAXIMOV 5,40.3420580975452,49.967541,6.68
OBA-BALAXANI 6,OBA-BALAXANI 6,OBA-BALAXANI 6,40.4501729196144,49.9315237489927,6.69
OBA-NAXIMOV 2,OBA-NAXIMOV 2,OBA-NAXIMOV 2,40.3410530975452,49.977777,6.73
OBA-SABUNCU 18,OBA-SABUNCU 18,OBA-SABUNCU 18,40.4478430158739,49.9260403845168,6.78
OBA-KESHLE 10,OBA-KESHLE 10,OBA-KESHLE 10,40.393139,49.898,6.85
OBA-KESHLE 8,OBA-KESHLE 8,OBA-KESHLE 8,40.3961044053116,49.8953117534257,7.04
OBA-KESHLE 4,OBA-KESHLE 4,OBA-KESHLE 4,40.3939390975452,49.895027,7.09
OBA-ULDUZ 1,OBA-ULDUZ 1,OBA-ULDUZ 1,40.4181000975452,49.897195,7.1
OBA-RAMANA 22,OBA-RAMANA 22,OBA-RAMANA 22,40.4639524437409,50.0022055307715,7.23
OBA-RAMANA 5,OBA-RAMANA 5,OBA-RAMANA 5,40.4610280975452,50.012814,7.23
OBA-KESHLE,OBA-KESHLE,OBA-KESHLE,40.3928540975452,49.891103,7.44
OBA-KESHLE 9,OBA-KESHLE 9,OBA-KESHLE 9,40.3962277710256,49.8896089870455,7.52
OBA-BALAXANI 2,OBA-BALAXANI 2,OBA-BALAXANI 2,40.4615260975452,49.926302,7.98
OBA-RAMANA 38,OBA-RAMANA 38,OBA-RAMANA 38,40.472889,49.994806,8.05
OBA-RAMANA 30,OBA-RAMANA 30,OBA-RAMANA 30,40.4726079188925,50.0025093390219,8.16
OBA-NERIMANOV 9,OBA-NERIMANOV 9,OBA-NERIMANOV 9,40.4001920975452,49.881537,8.18
OBA-ZABRAT 4,OBA-ZABRAT 4,OBA-ZABRAT 4,40.4716910975452,49.947378,8.22
OBA-BALAXANI,OBA-BALAXANI,OBA-BALAXANI,40.4604280975452,49.918423,8.27
OBA-RAMANA 20,OBA-RAMANA 20,OBA-RAMANA 20,40.4707870975452,50.015481,8.32
OBA-RAMANA 39,OBA-RAMANA 39,OBA-RAMANA 39,40.471849406752,50.014194423348,8.39
